timestamp,open,high,low,close,volume
2024-06-26 05:46:00-07:00,61348.45,61371.99,61337.97,61347.02,5.43984963
2024-06-26 05:47:00-07:00,61347.01,61364.18,61343.31,61356.5,2.19736848
2024-06-26 05:48:00-07:00,61356.49,61363.77,61349.8,61349.81,1.01768525
2024-06-26 05:49:00-07:00,61349.8,61351.52,61316.45,61322.57,8.2482907
2024-06-26 05:50:00-07:00,61324.84,61352.08,61319.02,61348.84,3.11323742
2024-06-26 05:51:00-07:00,61348.84,61375.69,61325.86,61372.54,3.72286456
2024-06-26 05:52:00-07:00,61372.53,61372.53,61327.35,61335.75,4.69573458
2024-06-26 05:53:00-07:00,61333.76,61444.47,61332.14,61434.26,31.44485772
2024-06-26 05:54:00-07:00,61434.25,61489.43,61406.95,61464.42,14.74105897
2024-06-26 05:55:00-07:00,61464.41,61547.54,61454.13,61506.58,23.81267924
2024-06-26 05:56:00-07:00,61500.49,61511.82,61474.36,61481.51,3.82936879
2024-06-26 05:57:00-07:00,61478.98,61487.53,61440.22,61455.45,3.35775088
2024-06-26 05:58:00-07:00,61456.82,61458.33,61424.62,61430.62,2.93018177
2024-06-26 05:59:00-07:00,61430.62,61430.62,61400.0,61402.88,2.31983513
2024-06-26 06:00:00-07:00,61404.09,61433.13,61394.65,61425.47,2.17624381
2024-06-26 06:01:00-07:00,61425.46,61576.97,61406.06,61513.6,63.65343484
2024-06-26 06:02:00-07:00,61513.59,61513.59,61410.41,61422.15,10.62539589
2024-06-26 06:03:00-07:00,61422.24,61429.15,61375.48,61389.49,4.5500998
2024-06-26 06:04:00-07:00,61389.49,61441.46,61389.49,61426.3,6.33069948
2024-06-26 06:05:00-07:00,61426.3,61468.92,61420.67,61447.68,4.83942292
2024-06-26 06:06:00-07:00,61447.68,61470.34,61437.26,61466.96,8.39794876
2024-06-26 06:07:00-07:00,61466.98,61466.98,61442.92,61453.51,2.05506473
2024-06-26 06:08:00-07:00,61453.51,61459.4,61420.79,61420.8,2.07893707
2024-06-26 06:09:00-07:00,61420.79,61420.79,61370.69,61370.7,1.41653655
2024-06-26 06:10:00-07:00,61370.69,61400.3,61358.9,61360.13,4.55212753
2024-06-26 06:11:00-07:00,61365.14,61371.4,61354.67,61356.48,2.30824444
2024-06-26 06:12:00-07:00,61356.48,61399.27,61356.48,61379.9,2.98206433
2024-06-26 06:13:00-07:00,61375.95,61404.58,61375.95,61380.0,5.4057032
2024-06-26 06:14:00-07:00,61380.0,61418.77,61380.0,61406.11,5.25612307
2024-06-26 06:15:00-07:00,61406.12,61453.84,61394.19,61449.84,2.12114838
2024-06-26 06:16:00-07:00,61452.88,61464.8,61448.16,61464.8,6.96303586
2024-06-26 06:17:00-07:00,61464.8,61471.82,61451.59,61463.27,2.0076082
2024-06-26 06:18:00-07:00,61463.26,61463.27,61388.25,61405.0,10.7016961
2024-06-26 06:19:00-07:00,61405.0,61438.83,61404.99,61436.26,2.28573896
2024-06-26 06:20:00-07:00,61436.27,61474.02,61426.31,61445.02,3.52825683
2024-06-26 06:21:00-07:00,61445.01,61465.68,61431.09,61436.62,3.4321185
2024-06-26 06:22:00-07:00,61434.02,61443.13,61419.61,61428.0,1.20459996
2024-06-26 06:23:00-07:00,61428.0,61469.9,61428.0,61466.85,5.19349766
2024-06-26 06:24:00-07:00,61466.85,61478.93,61459.06,61467.22,2.44416105
2024-06-26 06:25:00-07:00,61467.23,61524.24,61457.75,61461.3,11.00052859
2024-06-26 06:26:00-07:00,61461.3,61484.92,61451.27,61484.92,2.32642126
2024-06-26 06:27:00-07:00,61484.81,61552.39,61484.81,61531.78,6.91324115
2024-06-26 06:28:00-07:00,61531.78,61541.76,61521.62,61535.99,4.54838215
2024-06-26 06:29:00-07:00,61535.99,61542.77,61498.18,61507.55,4.04064304
2024-06-26 06:30:00-07:00,61507.55,61510.84,61474.71,61482.27,7.61659956
2024-06-26 06:31:00-07:00,61482.26,61497.67,61471.66,61497.67,4.37155963
2024-06-26 06:32:00-07:00,61497.67,61565.43,61497.66,61555.94,7.82760428
